,latitude,longitude,pop
0,-11.750416666666665,43.25319444444445,18.236313832651643
1,-11.748194444444444,43.25013888888889,18.236313832651643
2,-11.750972222222225,43.25319444444445,18.236313832651643
3,-11.749861111111107,43.25208333333333,18.236313832651643
4,-11.749305555555555,43.25180555555556,18.236313832651643
5,-11.750694444444445,43.25347222222222,18.236313832651643
6,-11.745416666666667,43.250972222222224,18.236313832651643
7,-11.750416666666665,43.25013888888889,18.236313832651643
8,-11.749305555555555,43.25069444444443,18.236313832651643
9,-11.750972222222225,43.25180555555556,18.236313832651643
10,-11.749305555555555,43.25125,18.236313832651643
11,-11.750972222222225,43.25402777777778,18.236313832651643
12,-11.750138888888893,43.25125,18.236313832651643
13,-11.749583333333335,43.25069444444443,18.236313832651643
14,-11.749027777777775,43.251527777777774,18.236313832651643
15,-11.749305555555555,43.25013888888889,18.236313832651643
16,-11.749861111111107,43.25125,18.236313832651643
17,-11.750694444444445,43.252361111111114,18.236313832651643
18,-11.750694444444445,43.25375,18.236313832651643
19,-11.750138888888893,43.252361111111114,18.236313832651643
20,-11.750694444444445,43.25291666666666,18.236313832651643
21,-11.750972222222225,43.25347222222222,18.236313832651643
22,-11.750972222222225,43.25013888888889,18.236313832651643
23,-11.572916666666664,43.28875,18.236313832651643
24,-11.57375,43.28569444444447,18.236313832651643
25,-11.574027777777774,43.28791666666667,18.236313832651643
26,-11.568194444444444,43.284861111111105,18.236313832651643
27,-11.57375,43.28708333333334,18.236313832651643
28,-11.567361111111113,43.28541666666667,18.236313832651643
29,-11.573472222222225,43.2851388888889,18.236313832651643
30,-11.57625,43.28625,18.236313832651643
31,-11.575138888888883,43.28763888888889,18.236313832651643
32,-11.573194444444445,43.28875,18.236313832651643
33,-11.568194444444444,43.28541666666667,18.236313832651643
34,-11.569305555555555,43.28541666666667,18.236313832651643
35,-11.567361111111113,43.284861111111105,18.236313832651643
36,-11.569861111111116,43.28541666666667,18.236313832651643
37,-11.575972222222227,43.286805555555546,18.236313832651643
38,-11.576527777777779,43.286805555555546,18.236313832651643
39,-11.574027777777774,43.288194444444436,18.236313832651643
40,-11.574027777777774,43.2851388888889,18.236313832651643
41,-11.567361111111113,43.28652777777778,18.236313832651643
42,-11.56875,43.2851388888889,18.236313832651643
43,-11.573472222222225,43.28763888888889,18.236313832651643
44,-11.57375,43.28763888888889,18.236313832651643
45,-11.574027777777774,43.284861111111105,18.236313832651643
46,-11.575694444444444,43.28791666666667,18.236313832651643
47,-11.574027777777774,43.28569444444447,18.236313832651643
48,-11.576527777777779,43.28736111111111,18.236313832651643
49,-11.574583333333333,43.286805555555546,18.236313832651643
50,-11.567916666666667,43.28458333333333,18.236313832651643
51,-11.576527777777779,43.288472222222225,18.236313832651643
52,-11.575138888888883,43.28736111111111,18.236313832651643
53,-11.575138888888883,43.28708333333334,18.236313832651643
54,-11.57625,43.28763888888889,18.236313832651643
55,-11.57625,43.28708333333334,18.236313832651643
56,-11.576527777777779,43.28597222222222,18.236313832651643
57,-11.567916666666667,43.2851388888889,18.236313832651643
58,-11.569305555555555,43.28569444444447,18.236313832651643
59,-11.574861111111113,43.28763888888889,18.236313832651643
60,-11.57375,43.284861111111105,18.236313832651643
61,-11.572916666666664,43.289027777777775,18.236313832651643
62,-11.568472222222226,43.2851388888889,18.236313832651643
63,-11.57625,43.28652777777778,18.236313832651643
64,-11.569305555555555,43.2851388888889,18.236313832651643
65,-11.574861111111113,43.28736111111111,18.236313832651643
66,-11.567916666666667,43.284861111111105,18.236313832651643
67,-11.576527777777779,43.288194444444436,18.236313832651643
68,-11.56875,43.284861111111105,18.236313832651643
69,-11.575972222222227,43.28791666666667,18.236313832651643
70,-11.567638888888887,43.284861111111105,18.236313832651643
71,-11.575138888888883,43.288194444444436,18.236313832651643
72,-11.574305555555556,43.288472222222225,18.236313832651643
73,-11.576527777777779,43.28652777777778,18.236313832651643
74,-11.568194444444444,43.2851388888889,18.236313832651643
75,-11.569305555555555,43.284861111111105,18.236313832651643
76,-11.567638888888887,43.2851388888889,18.236313832651643
77,-11.567638888888887,43.28597222222222,18.236313832651643
78,-11.574027777777774,43.28541666666667,18.236313832651643
79,-11.474861111111107,43.3251388888889,18.236313832651643
80,-11.477638888888887,43.324861111111105,18.236313832651643
81,-11.477083333333333,43.3226388888889,18.236313832651643
82,-11.476805555555556,43.323194444444454,18.236313832651643
83,-11.478194444444444,43.323194444444454,18.236313832651643
84,-11.478194444444444,43.3251388888889,18.236313832651643
85,-11.477638888888887,43.32291666666666,18.236313832651643
86,-11.479583333333334,43.324861111111105,18.236313832651643
87,-11.477361111111113,43.32208333333333,18.236313832651643
88,-11.475972222222225,43.32541666666667,18.236313832651643
89,-11.476527777777774,43.32375,18.236313832651643
90,-11.476527777777774,43.32541666666667,18.236313832651643
91,-11.68375,43.274861111111115,18.236313832651643
92,-11.684305555555556,43.27625,18.236313832651643
93,-11.684305555555556,43.27458333333333,18.236313832651643
94,-11.911527777777774,43.451805555555545,18.236313832651643
95,-11.68375,43.27597222222222,18.236313832651643
96,-11.909861111111107,43.45291666666667,18.236313832651643
97,-11.900972222222226,43.4326388888889,18.236313832651643
98,-11.913194444444445,43.44486111111111,18.236313832651643
99,-11.911805555555556,43.45208333333333,18.236313832651643
100,-11.684027777777779,43.274027777777775,18.236313832651643
101,-11.90875,43.451805555555545,18.236313832651643
102,-11.682083333333333,43.271805555555545,18.236313832651643
103,-11.683194444444444,43.275694444444454,18.236313832651643
104,-11.683472222222226,43.27541666666666,18.236313832651643
105,-11.909305555555555,43.453194444444435,18.236313832651643
106,-11.911527777777774,43.45152777777778,18.236313832651643
107,-11.683472222222226,43.27597222222222,18.236313832651643
108,-11.68375,43.27541666666666,18.236313832651643
109,-11.682083333333333,43.273194444444435,18.236313832651643
110,-11.68375,43.27625,18.236313832651643
111,-11.900416666666667,43.432916666666664,18.236313832651643
112,-11.682083333333333,43.27263888888889,18.236313832651643
113,-11.684027777777779,43.27652777777778,18.236313832651643
114,-11.68375,43.27208333333334,18.236313832651643
115,-11.684027777777779,43.27625,18.236313832651643
116,-11.684027777777779,43.27597222222222,18.236313832651643
117,-11.912361111111107,43.45263888888889,18.236313832651643
118,-11.682083333333333,43.27513888888889,18.236313832651643
119,-11.910416666666665,43.451805555555545,18.236313832651643
120,-11.682916666666667,43.27458333333333,18.236313832651643
121,-11.682361111111113,43.27208333333334,18.236313832651643
122,-11.683472222222226,43.27513888888889,18.236313832651643
123,-11.478194444444444,43.32541666666667,18.236313832651643
124,-11.477083333333333,43.324861111111105,18.236313832651643
125,-11.475972222222225,43.324861111111105,18.236313832651643
126,-11.479583333333334,43.323194444444454,18.236313832651643
127,-11.479861111111116,43.32430555555555,18.236313832651643
128,-11.475694444444445,43.32541666666667,18.236313832651643
129,-11.476805555555556,43.32430555555555,18.236313832651643
130,-11.475694444444445,43.324861111111105,18.236313832651643
131,-11.477916666666667,43.32541666666667,18.236313832651643
132,-11.477916666666667,43.32291666666666,18.236313832651643
133,-11.477361111111113,43.3226388888889,18.236313832651643
134,-11.479027777777775,43.32347222222222,18.236313832651643
135,-11.479861111111116,43.32541666666667,18.236313832651643
136,-11.477083333333333,43.32208333333333,18.236313832651643
137,-11.477916666666667,43.3226388888889,18.236313832651643
138,-11.478472222222226,43.3251388888889,18.236313832651643
139,-11.429305555555556,43.39541666666667,18.236313832651643
140,-11.429305555555556,43.39652777777778,18.236313832651643
141,-11.433472222222226,43.39013888888889,18.236313832651643
142,-11.422638888888883,43.392638888888904,18.236313832651643
143,-11.422083333333333,43.390972222222224,18.236313832651643
144,-11.422361111111117,43.392638888888904,18.236313832651643
145,-11.423194444444444,43.392638888888904,18.236313832651643
146,-11.424583333333333,43.39347222222222,18.236313832651643
147,-11.434027777777779,43.39013888888889,18.236313832651643
148,-11.432083333333333,43.396805555555545,18.236313832651643
149,-11.430416666666664,43.394861111111105,18.236313832651643
150,-11.427083333333336,43.39652777777778,18.236313832651643
151,-11.423194444444444,43.391527777777775,18.236313832651643
152,-11.430972222222225,43.39541666666667,18.236313832651643
153,-11.433472222222226,43.39458333333334,18.236313832651643
154,-11.42875,43.39625,18.236313832651643
155,-11.432638888888887,43.3951388888889,18.236313832651643
156,-11.423194444444444,43.392361111111114,18.236313832651643
157,-11.42625,43.39708333333334,18.236313832651643
158,-11.427083333333336,43.39625,18.236313832651643
159,-11.43375,43.39625,18.236313832651643
160,-11.640138888888883,43.3626388888889,18.236313832651643
161,-11.694027777777775,43.274861111111115,18.236313832651643
162,-11.691527777777774,43.27375,18.236313832651643
163,-11.635138888888893,43.36208333333333,18.236313832651643
164,-11.638194444444444,43.362361111111106,18.236313832651643
165,-11.635694444444445,43.36208333333333,18.236313832651643
166,-11.635694444444445,43.3626388888889,18.236313832651643
167,-11.69375,43.27152777777778,18.236313832651643
168,-11.691527777777774,43.27291666666667,18.236313832651643
169,-11.637638888888883,43.362361111111106,18.236313832651643
170,-11.692916666666667,43.27513888888889,18.236313832651643
171,-11.69375,43.271805555555545,18.236313832651643
172,-11.638472222222227,43.36291666666666,18.236313832651643
173,-11.690972222222221,43.27430555555557,18.236313832651643
174,-11.692361111111113,43.27541666666666,18.236313832651643
175,-11.692361111111113,43.27375,18.236313832651643
176,-11.69125,43.27291666666667,18.236313832651643
177,-11.690972222222221,43.273472222222225,18.236313832651643
178,-11.637083333333333,43.362361111111106,18.236313832651643
